,rank,artist,song,rank_last_week,peak_rank,weeks_on_chart,date,week
1565,66,Lewis Capaldi,Before You Go,77,66,9,2020-04-18,16
1566,67,Summer Walker & Usher,Come Thru,88,42,14,2020-04-18,16
1567,68,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,90,68,10,2020-04-18,16
1568,69,Alicia Keys,Underdog,0,69,2,2020-04-18,16
1569,70,SZA X Justin Timberlake,The Other Side,79,61,5,2020-04-18,16
1570,71,Khalid x Disclosure,Know Your Worth,82,57,8,2020-04-18,16
1571,72,JACKBOYS Featuring Young Thug,Out West,78,38,12,2020-04-18,16
1572,73,Lil Baby,Emotionally Scarred,89,31,5,2020-04-18,16
"1573,74,""Lil Yachty, Drake & DaBaby"",Oprah's Bank Account,75,55,4,2020-04-18,16"
1574,75,Lil Uzi Vert,P2,70,11,4,2020-04-18,16
1575,76,Megan Thee Stallion,B.I.T.C.H.,81,31,8,2020-04-18,16
1576,77,Dua Lipa,Physical,0,60,2,2020-04-18,16
1577,78,Travis Denning,After A Few,0,78,1,2020-04-18,16
1578,79,Lil Uzi Vert,That Way,73,20,5,2020-04-18,16
1579,80,Jhene Aiko Featuring H.E.R.,B.S.,76,24,4,2020-04-18,16
1580,81,Florida Georgia Line,I Love My Country,0,81,1,2020-04-18,16
1581,82,Lil Baby & 42 Dugg,Grace,85,48,5,2020-04-18,16
1582,83,YoungBoy Never Broke Again,Make No Sense,96,57,20,2020-04-18,16
1583,84,Justin Bieber,Yummy,83,2,13,2020-04-18,16
1584,85,The Weeknd,Save Your Tears,41,41,2,2020-04-18,16
"1585,86,""Bad Bunny, Jowell & Randy & Nengo Flow"",Safaera,0,81,3,2020-04-18,16"
1586,87,Bad Bunny,La Dificil,100,33,5,2020-04-18,16
1587,88,Dustin Lynch,Ridin' Roads,0,47,18,2020-04-18,16
1588,89,Bad Bunny,Si Veo A Tu Mama,92,32,5,2020-04-18,16
1589,90,Taylor Swift,The Man,0,23,6,2020-04-18,16
1590,91,Sam Hunt,Hard To Forget,0,91,1,2020-04-18,16
1591,92,Polo G Featuring NLE Choppa & Stunna 4 Vegas,Go Stupid,98,60,7,2020-04-18,16
1592,93,Kane Brown & John Legend,Last Time I Say Sorry,0,93,1,2020-04-18,16
1593,94,Jonas Brothers,What A Man Gotta Do,72,16,11,2020-04-18,16
1594,95,Lil Baby & Gunna,Heatin Up,91,18,5,2020-04-18,16
1595,96,JP Saxe Featuring Julia Michaels,If The World Was Ending,0,96,1,2020-04-18,16
1596,97,Bad Bunny,Vete,99,33,18,2020-04-18,16
1597,98,Lil Uzi Vert,Baby Pluto,74,6,4,2020-04-18,16
1598,99,Idina Menzel & AURORA,Into The Unknown,97,46,12,2020-04-18,16
1599,100,Noah Cyrus & Leon Bridges,July,0,91,5,2020-04-18,16
1600,1,Drake,Toosie Slide,0,1,1,2020-04-25,17
1601,2,The Weeknd,Blinding Lights,1,1,19,2020-04-25,17
1602,3,Roddy Ricch,The Box,2,1,18,2020-04-25,17
1603,4,Dua Lipa,Don't Start Now,3,2,23,2020-04-25,17
1604,5,Future Featuring Drake,Life Is Good,5,2,13,2020-04-25,17
1605,6,Post Malone,Circles,4,1,32,2020-04-25,17
1606,7,Harry Styles,Adore You,6,6,18,2020-04-25,17
1607,8,Doja Cat Featuring Nicki Minaj,Say So,7,7,14,2020-04-25,17
1608,9,Justin Bieber Featuring Quavo,Intentions,8,8,9,2020-04-25,17
1609,10,Billie Eilish,Everything I Wanted,9,8,22,2020-04-25,17
1610,11,Lewis Capaldi,Someone You Loved,10,1,48,2020-04-25,17
1611,12,Maren Morris,The Bones,14,12,29,2020-04-25,17
1612,13,Camila Cabello Featuring DaBaby,My Oh My,15,13,18,2020-04-25,17
1613,14,Megan Thee Stallion,Savage,18,14,4,2020-04-25,17
1614,15,Maroon 5,Memories,13,2,29,2020-04-25,17
1615,16,Arizona Zervas,Roxanne,11,4,23,2020-04-25,17
1616,17,blackbear,Hot Girl Bummer,16,11,30,2020-04-25,17
1617,18,Lil Mosey,Blueberry Faygo,19,18,9,2020-04-25,17
1618,19,The Weeknd,Heartless,12,1,20,2020-04-25,17
1619,20,Gabby Barrett Featuring Charlie Puth,I Hope,22,20,15,2020-04-25,17
1620,21,Tones And I,Dance Monkey,20,4,27,2020-04-25,17
1621,22,DaBaby,Find My Way,0,22,1,2020-04-25,17
1622,23,Trevor Daniel,Falling,25,23,21,2020-04-25,17
1623,24,Blake Shelton Duet With Gwen Stefani,Nobody But You,32,24,13,2020-04-25,17
1624,25,Rod Wave,Heart On Ice,30,25,22,2020-04-25,17
1625,26,Mustard & Roddy Ricch,Ballin',24,11,38,2020-04-25,17
1626,27,Morgan Wallen,Chasin' You,36,27,11,2020-04-25,17
1627,28,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),26,26,20,2020-04-25,17
1628,29,Brett Young,Catch,40,29,11,2020-04-25,17
1629,30,SAINt JHN,Roses,39,30,3,2020-04-25,17
1630,31,Roddy Ricch Featuring Mustard,High Fashion,31,20,15,2020-04-25,17
1631,32,Lady Gaga,Stupid Love,27,5,6,2020-04-25,17
1632,33,Powfu Featuring beabadoobee,Death Bed,43,33,4,2020-04-25,17
"1633,34,Dan + Shay & Justin Bieber,""10,000 Hours"",28,4,27,2020-04-25,17"
1634,35,DaBaby,BOP,29,11,28,2020-04-25,17
"1635,36,""Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"",Whats Poppin,49,36,9,2020-04-25,17"
1636,37,Ingrid Andress,More Hearts Than Mine,44,37,15,2020-04-25,17
1637,38,Chris Brown Featuring Drake,No Guidance,35,5,44,2020-04-25,17
1638,39,Dua Lipa,Break My Heart,21,21,2,2020-04-25,17
1639,40,Sam Hunt,Hard To Forget,91,40,2,2020-04-25,17
1640,41,Demi Lovato,I Love Me,41,18,5,2020-04-25,17
1641,42,Jordan Davis,Slow Dance In A Parking Lot,37,37,14,2020-04-25,17
1642,43,YNW Melly & Juice WRLD,Suicidal,33,20,19,2020-04-25,17
1643,44,Surfaces,Sunday Best,52,44,6,2020-04-25,17
1644,45,H.E.R. Featuring YG,Slide,45,45,16,2020-04-25,17
"1645,46,""NAV, Gunna & Travis Scott"",Turks,17,17,2,2020-04-25,17"
1646,47,The Weeknd,In Your Eyes,42,16,3,2020-04-25,17
1647,48,Kane Brown,Homesick,38,35,21,2020-04-25,17
1648,49,Russ & BIA,BEST ON EARTH,48,46,18,2020-04-25,17
1649,50,Luke Combs Featuring Eric Church,Does To Me,59,50,4,2020-04-25,17
1650,51,Carly Pearce & Lee Brice,I Hope You're Happy Now,58,51,14,2020-04-25,17
1651,52,Halsey,You Should Be Sad,34,26,13,2020-04-25,17
1652,53,Eminem Featuring Juice WRLD,Godzilla,47,3,12,2020-04-25,17
1653,54,Thomas Rhett Featuring Jon Pardi,Beer Can't Fix,56,54,4,2020-04-25,17
1654,55,Pop Smoke,Dior,54,30,8,2020-04-25,17
1655,56,Lil Baby,Sum 2 Prove,55,16,13,2020-04-25,17
1656,57,Jake Owen,Homemade,51,39,11,2020-04-25,17
1657,58,PARTYNEXTDOOR & Rihanna,Believe It,23,23,2,2020-04-25,17
1658,59,Bad Bunny,Yo Perreo Sola,53,53,4,2020-04-25,17
1659,60,NLE Choppa Featuring Roddy Ricch,Walk Em Down,57,57,3,2020-04-25,17
1660,61,BENEE Featuring Gus Dapperton,Supalonely,62,61,4,2020-04-25,17
1661,62,Luke Bryan,What She Wants Tonight,50,46,16,2020-04-25,17
1662,63,Lewis Capaldi,Before You Go,66,63,10,2020-04-25,17
1663,64,Rod Wave,Fuck The World,0,64,1,2020-04-25,17
1664,65,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,68,65,11,2020-04-25,17
1665,66,Karol G & Nicki Minaj,Tusa,64,42,19,2020-04-25,17
1666,67,Rod Wave,Pray 4 Love,0,67,1,2020-04-25,17
1667,68,Summer Walker & Usher,Come Thru,67,42,15,2020-04-25,17
1668,69,Travis Denning,After A Few,78,69,2,2020-04-25,17
1669,70,Jhene Aiko,P*$$y Fairy (OTW),65,40,12,2020-04-25,17
"1670,71,""Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"",Be A Light,0,71,1,2020-04-25,17"
1671,72,Lil Uzi Vert,Myron,63,13,4,2020-04-25,17
1672,73,JACKBOYS Featuring Young Thug,Out West,72,38,13,2020-04-25,17
1673,74,Rod Wave,Thief In The Night,0,74,1,2020-04-25,17
1674,75,SZA X Justin Timberlake,The Other Side,70,61,6,2020-04-25,17
1675,76,Future,Tycoon,0,76,1,2020-04-25,17
1676,77,Rod Wave,I Remember,0,77,1,2020-04-25,17
1677,78,Rod Wave,The Greatest,0,78,1,2020-04-25,17
1678,79,Alicia Keys,Underdog,69,69,3,2020-04-25,17
"1679,80,""Lil Yachty, Drake & DaBaby"",Oprah's Bank Account,74,55,5,2020-04-25,17"
1680,81,Miranda Lambert,Bluebird,0,81,1,2020-04-25,17
1681,82,Megan Thee Stallion,B.I.T.C.H.,76,31,9,2020-04-25,17
1682,83,JP Saxe Featuring Julia Michaels,If The World Was Ending,96,83,2,2020-04-25,17
1683,84,Rod Wave,Ribbon In The Sky,0,84,1,2020-04-25,17
1684,85,Lil Baby,Emotionally Scarred,73,31,6,2020-04-25,17
"1685,86,""Bad Bunny, Jowell & Randy & Nengo Flow"",Safaera,86,81,4,2020-04-25,17"
1686,87,Lil Uzi Vert,That Way,79,20,6,2020-04-25,17
1687,88,Taylor Swift,The Man,90,23,7,2020-04-25,17
1688,89,Kane Brown & John Legend,Last Time I Say Sorry,93,89,2,2020-04-25,17
1689,90,The Weeknd,After Hours,61,20,7,2020-04-25,17
1690,91,Dustin Lynch,Ridin' Roads,88,47,19,2020-04-25,17
1691,92,Lil Uzi Vert,P2,75,11,5,2020-04-25,17
1692,93,Kenny Chesney,Here And Now,0,93,1,2020-04-25,17
1693,94,Justin Bieber,Yummy,84,2,14,2020-04-25,17
1694,95,Rod Wave,Thug Life,0,95,1,2020-04-25,17
1695,96,Lil Baby & Gunna,Heatin Up,95,18,6,2020-04-25,17
1696,97,Noah Cyrus & Leon Bridges,July,100,91,6,2020-04-25,17
1697,98,Jonas Brothers,What A Man Gotta Do,94,16,12,2020-04-25,17
1698,99,Rod Wave,No Weakness,0,99,1,2020-04-25,17
1699,100,Lil Baby & 42 Dugg,Grace,82,48,6,2020-04-25,17
1700,1,The Weeknd,Blinding Lights,2,1,20,2020-05-02,18
1701,2,Drake,Toosie Slide,1,1,2,2020-05-02,18
1702,3,Roddy Ricch,The Box,3,1,19,2020-05-02,18
1703,4,Dua Lipa,Don't Start Now,4,2,24,2020-05-02,18
1704,5,Doja Cat Featuring Nicki Minaj,Say So,8,5,15,2020-05-02,18
1705,6,Harry Styles,Adore You,7,6,19,2020-05-02,18
1706,7,Post Malone,Circles,6,1,33,2020-05-02,18
1707,8,Future Featuring Drake,Life Is Good,5,2,14,2020-05-02,18
1708,9,Justin Bieber Featuring Quavo,Intentions,9,8,10,2020-05-02,18
1709,10,Billie Eilish,Everything I Wanted,10,8,23,2020-05-02,18
1710,11,Lewis Capaldi,Someone You Loved,11,1,49,2020-05-02,18
1711,12,Camila Cabello Featuring DaBaby,My Oh My,13,12,19,2020-05-02,18
1712,13,Maren Morris,The Bones,12,12,30,2020-05-02,18
1713,14,Megan Thee Stallion,Savage,14,14,5,2020-05-02,18
1714,15,Maroon 5,Memories,15,2,30,2020-05-02,18
1715,16,Lil Mosey,Blueberry Faygo,18,16,10,2020-05-02,18
1716,17,Gabby Barrett Featuring Charlie Puth,I Hope,20,17,16,2020-05-02,18
1717,18,Blake Shelton Duet With Gwen Stefani,Nobody But You,24,18,14,2020-05-02,18
1718,19,Arizona Zervas,Roxanne,16,4,24,2020-05-02,18
1719,20,blackbear,Hot Girl Bummer,17,11,31,2020-05-02,18
1720,21,The Weeknd,Heartless,19,1,21,2020-05-02,18
1721,22,Trevor Daniel,Falling,23,22,22,2020-05-02,18
1722,23,twenty one pilots,Level Of Concern,0,23,1,2020-05-02,18
1723,24,Tones And I,Dance Monkey,21,4,28,2020-05-02,18
1724,25,Morgan Wallen,Chasin' You,27,25,12,2020-05-02,18
1725,26,SAINt JHN,Roses,30,26,4,2020-05-02,18
1726,27,Mustard & Roddy Ricch,Ballin',26,11,39,2020-05-02,18
1727,28,Rod Wave,Heart On Ice,25,25,23,2020-05-02,18
1728,29,Roddy Ricch Featuring Mustard,High Fashion,31,20,16,2020-05-02,18
1729,30,Powfu Featuring beabadoobee,Death Bed,33,30,5,2020-05-02,18
1730,31,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),28,26,21,2020-05-02,18
1731,32,Ingrid Andress,More Hearts Than Mine,37,32,16,2020-05-02,18
1732,33,Lady Gaga,Stupid Love,32,5,7,2020-05-02,18
"1733,34,Dan + Shay & Justin Bieber,""10,000 Hours"",34,4,28,2020-05-02,18"
1734,35,Dua Lipa,Break My Heart,39,21,3,2020-05-02,18
"1735,36,""Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"",Whats Poppin,36,36,10,2020-05-02,18"
1736,37,Brett Young,Catch,29,29,12,2020-05-02,18
1737,38,Surfaces,Sunday Best,44,38,7,2020-05-02,18
1738,39,DaBaby,BOP,35,11,29,2020-05-02,18
1739,40,Chris Brown Featuring Drake,No Guidance,38,5,45,2020-05-02,18
1740,41,Demi Lovato,I Love Me,41,18,6,2020-05-02,18
1741,42,Carly Pearce & Lee Brice,I Hope You're Happy Now,51,42,15,2020-05-02,18
1742,43,H.E.R. Featuring YG,Slide,45,43,17,2020-05-02,18
1743,44,Thomas Rhett Featuring Jon Pardi,Beer Can't Fix,54,44,5,2020-05-02,18
1744,45,The Weeknd,In Your Eyes,47,16,4,2020-05-02,18
1745,46,Pop Smoke,Dior,55,30,9,2020-05-02,18
1746,47,YNW Melly & Juice WRLD,Suicidal,43,20,20,2020-05-02,18
1747,48,Luke Combs Featuring Eric Church,Does To Me,50,48,5,2020-05-02,18
1748,49,Sam Hunt,Hard To Forget,40,40,3,2020-05-02,18
1749,50,Jordan Davis,Slow Dance In A Parking Lot,42,37,15,2020-05-02,18
1750,51,DaBaby,Find My Way,22,22,2,2020-05-02,18
1751,52,Russ & BIA,BEST ON EARTH,49,46,19,2020-05-02,18
1752,53,Lil Baby,Sum 2 Prove,56,16,14,2020-05-02,18
1753,54,Tory Lanez,Stupid Again,0,54,1,2020-05-02,18
1754,55,Travis Denning,After A Few,69,55,3,2020-05-02,18
1755,56,Eminem Featuring Juice WRLD,Godzilla,53,3,13,2020-05-02,18
1756,57,Lewis Capaldi,Before You Go,63,57,11,2020-05-02,18
1757,58,BENEE Featuring Gus Dapperton,Supalonely,61,58,5,2020-05-02,18
1758,59,Selena Gomez,Boyfriend,0,59,1,2020-05-02,18
1759,60,NLE Choppa Featuring Roddy Ricch,Walk Em Down,60,57,4,2020-05-02,18
1760,61,PARTYNEXTDOOR & Rihanna,Believe It,58,23,3,2020-05-02,18
1761,62,Bad Bunny,Yo Perreo Sola,59,53,5,2020-05-02,18
"1762,63,""NAV, Gunna & Travis Scott"",Turks,46,17,3,2020-05-02,18"
1763,64,Tory Lanez,Broke In A Minute,0,64,1,2020-05-02,18
1764,65,Halsey,You Should Be Sad,52,26,14,2020-05-02,18
1765,66,Summer Walker & Usher,Come Thru,68,42,16,2020-05-02,18
1766,67,Jake Owen,Homemade,57,39,12,2020-05-02,18
1767,68,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,65,65,12,2020-05-02,18
1768,69,Karol G & Nicki Minaj,Tusa,66,42,20,2020-05-02,18
1769,70,Jhene Aiko,P*$$y Fairy (OTW),70,40,13,2020-05-02,18
1770,71,JACKBOYS Featuring Young Thug,Out West,73,38,14,2020-05-02,18
"1771,72,""Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"",Be A Light,71,71,2,2020-05-02,18"
1772,73,JP Saxe Featuring Julia Michaels,If The World Was Ending,83,73,3,2020-05-02,18
1773,74,Lil Uzi Vert,Myron,72,13,5,2020-05-02,18
1774,75,Miranda Lambert,Bluebird,81,75,2,2020-05-02,18
1775,76,SZA X Justin Timberlake,The Other Side,75,61,7,2020-05-02,18
1776,77,Luke Bryan,What She Wants Tonight,62,46,17,2020-05-02,18
1777,78,Arcangel x Sech,Sigues Con El,0,78,1,2020-05-02,18
1778,79,Kenny Chesney,Here And Now,93,79,2,2020-05-02,18
1779,80,Maddie & Tae,Die From A Broken Heart,0,80,1,2020-05-02,18
1780,81,Alicia Keys,Underdog,79,69,4,2020-05-02,18
1781,82,Lil Baby,Emotionally Scarred,85,31,7,2020-05-02,18
1782,83,Lil Uzi Vert,That Way,87,20,7,2020-05-02,18
1783,84,Polo G,DND,0,84,1,2020-05-02,18
1784,85,Noah Cyrus & Leon Bridges,July,97,85,7,2020-05-02,18
"1785,86,""Bad Bunny, Jowell & Randy & Nengo Flow"",Safaera,86,81,5,2020-05-02,18"
1786,87,Dustin Lynch,Ridin' Roads,91,47,20,2020-05-02,18
1787,88,Taylor Swift,The Man,88,23,8,2020-05-02,18
"1788,89,""Lil Yachty, Drake & DaBaby"",Oprah's Bank Account,80,55,6,2020-05-02,18"
"1789,90,""G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert"",PTSD,0,38,3,2020-05-02,18"
1790,91,Lil Baby & 42 Dugg,Grace,100,48,7,2020-05-02,18
1791,92,Lil Uzi Vert,P2,92,11,6,2020-05-02,18
1792,93,Scotty McCreery,In Between,0,93,1,2020-05-02,18
1793,94,Justin Bieber,Yummy,94,2,15,2020-05-02,18
1794,95,Megan Thee Stallion,Captain Hook,0,74,2,2020-05-02,18
1795,96,Regard,Ride It.,0,96,1,2020-05-02,18
1796,97,Megan Thee Stallion,B.I.T.C.H.,82,31,10,2020-05-02,18
1797,98,Rod Wave,Girl Of My Dreams,0,98,1,2020-05-02,18
1798,99,Jhene Aiko Featuring H.E.R.,B.S.,0,24,5,2020-05-02,18
1799,100,Doja Cat,Boss Bitch,0,100,1,2020-05-02,18
1800,1,The Weeknd,Blinding Lights,1,1,21,2020-05-09,19
1801,2,Drake,Toosie Slide,2,1,3,2020-05-09,19
1802,3,Roddy Ricch,The Box,3,1,20,2020-05-09,19
1803,4,Dua Lipa,Don't Start Now,4,2,25,2020-05-09,19
1804,5,Doja Cat Featuring Nicki Minaj,Say So,5,5,16,2020-05-09,19
1805,6,Post Malone,Circles,7,1,34,2020-05-09,19
1806,7,Harry Styles,Adore You,6,6,20,2020-05-09,19
1807,8,Justin Bieber Featuring Quavo,Intentions,9,8,11,2020-05-09,19
1808,9,DaBaby Featuring Roddy Ricch,Rockstar,0,9,1,2020-05-09,19
1809,10,Future Featuring Drake,Life Is Good,8,2,15,2020-05-09,19
1810,11,Billie Eilish,Everything I Wanted,10,8,24,2020-05-09,19
1811,12,Camila Cabello Featuring DaBaby,My Oh My,12,12,20,2020-05-09,19
1812,13,Maren Morris,The Bones,13,12,31,2020-05-09,19
1813,14,Megan Thee Stallion,Savage,14,14,6,2020-05-09,19
1814,15,Lewis Capaldi,Someone You Loved,11,1,50,2020-05-09,19
1815,16,Gabby Barrett Featuring Charlie Puth,I Hope,17,16,17,2020-05-09,19
1816,17,DaBaby Featuring YoungBoy Never Broke Again,Jump,0,17,1,2020-05-09,19
1817,18,Maroon 5,Memories,15,2,31,2020-05-09,19
1818,19,Lil Mosey,Blueberry Faygo,16,16,11,2020-05-09,19
1819,20,Blake Shelton Duet With Gwen Stefani,Nobody But You,18,18,15,2020-05-09,19
1820,21,Morgan Wallen,Chasin' You,25,21,13,2020-05-09,19
1821,22,SAINt JHN,Roses,26,22,5,2020-05-09,19
1822,23,Trevor Daniel,Falling,22,22,23,2020-05-09,19
1823,24,blackbear,Hot Girl Bummer,20,11,32,2020-05-09,19
1824,25,Roddy Ricch Featuring Mustard,High Fashion,29,20,17,2020-05-09,19
1825,26,Arizona Zervas,Roxanne,19,4,25,2020-05-09,19
1826,27,Powfu Featuring beabadoobee,Death Bed,30,27,6,2020-05-09,19
1827,28,The Weeknd,Heartless,21,1,22,2020-05-09,19
1828,29,Rod Wave,Heart On Ice,28,25,24,2020-05-09,19
1829,30,Ingrid Andress,More Hearts Than Mine,32,30,17,2020-05-09,19
1830,31,Tones And I,Dance Monkey,24,4,29,2020-05-09,19
1831,32,Mustard & Roddy Ricch,Ballin',27,11,40,2020-05-09,19
1832,33,DaBaby,Find My Way,51,22,3,2020-05-09,19
1833,34,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),31,26,22,2020-05-09,19
1834,35,Playboi Carti,@ MEH,0,35,1,2020-05-09,19
1835,36,Sam Smith & Demi Lovato,I'm Ready,0,36,1,2020-05-09,19
"1836,37,""Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"",Whats Poppin,36,36,11,2020-05-09,19"
1837,38,Surfaces,Sunday Best,38,38,8,2020-05-09,19
1838,39,Dua Lipa,Break My Heart,35,21,4,2020-05-09,19
1839,40,Luke Combs Featuring Eric Church,Does To Me,48,40,6,2020-05-09,19
"1840,41,Dan + Shay & Justin Bieber,""10,000 Hours"",34,4,29,2020-05-09,19"
1841,42,Demi Lovato,I Love Me,41,18,7,2020-05-09,19
1842,43,DaBaby,BOP,39,11,30,2020-05-09,19
1843,44,DaBaby Featuring Quavo,PICK UP,0,44,1,2020-05-09,19
1844,45,twenty one pilots,Level Of Concern,23,23,2,2020-05-09,19
1845,46,Lady Gaga,Stupid Love,33,5,8,2020-05-09,19
1846,47,Carly Pearce & Lee Brice,I Hope You're Happy Now,42,42,16,2020-05-09,19
1847,48,Chris Brown Featuring Drake,No Guidance,40,5,46,2020-05-09,19
1848,49,Sam Hunt,Hard To Forget,49,40,4,2020-05-09,19
1849,50,DaBaby Featuring Ashanti & Megan Thee Stallion,NASTY,0,50,1,2020-05-09,19
1850,51,Thomas Rhett Featuring Jon Pardi,Beer Can't Fix,44,44,6,2020-05-09,19
1851,52,Brett Young,Catch,37,29,13,2020-05-09,19
1852,53,DaBaby Featuring Future & jetsonmade,LIGHTSKIN SH*T,0,53,1,2020-05-09,19
1853,54,Pop Smoke,Dior,46,30,10,2020-05-09,19
1854,55,The Weeknd,In Your Eyes,45,16,5,2020-05-09,19
1855,56,Travis Denning,After A Few,55,55,4,2020-05-09,19
1856,57,Lewis Capaldi,Before You Go,57,57,12,2020-05-09,19
1857,58,H.E.R. Featuring YG,Slide,43,43,18,2020-05-09,19
1858,59,BENEE Featuring Gus Dapperton,Supalonely,58,58,6,2020-05-09,19
1859,60,Lil Baby,Sum 2 Prove,53,16,15,2020-05-09,19
1860,61,Morgan Wallen,More Than My Hometown,0,61,1,2020-05-09,19
1861,62,Russ & BIA,BEST ON EARTH,52,46,20,2020-05-09,19
1862,63,DaBaby,CAN'T STOP,0,63,1,2020-05-09,19
1863,64,DaBaby,BLAME IT ON BABY,0,64,1,2020-05-09,19
1864,65,NLE Choppa Featuring Roddy Ricch,Walk Em Down,60,57,5,2020-05-09,19
1865,66,Eminem Featuring Juice WRLD,Godzilla,56,3,14,2020-05-09,19
1866,67,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,68,65,13,2020-05-09,19
1867,68,Bad Bunny,Yo Perreo Sola,62,53,6,2020-05-09,19
1868,69,DaBaby,SAD SHIT,0,69,1,2020-05-09,19
1869,70,Karol G & Nicki Minaj,Tusa,69,42,21,2020-05-09,19
1870,71,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,DROP,0,71,1,2020-05-09,19
1871,72,JACKBOYS Featuring Young Thug,Out West,71,38,15,2020-05-09,19
1872,73,Jordan Davis,Slow Dance In A Parking Lot,50,37,16,2020-05-09,19
1873,74,DaBaby,TALK ABOUT IT,0,74,1,2020-05-09,19
1874,75,PARTYNEXTDOOR & Rihanna,Believe It,61,23,4,2020-05-09,19
1875,76,Jhene Aiko,P*$$y Fairy (OTW),70,40,14,2020-05-09,19
1876,77,JP Saxe Featuring Julia Michaels,If The World Was Ending,73,73,4,2020-05-09,19
"1877,78,""NAV, Gunna & Travis Scott"",Turks,63,17,4,2020-05-09,19"
1878,79,Summer Walker & Usher,Come Thru,66,42,17,2020-05-09,19
1879,80,Halsey,You Should Be Sad,65,26,15,2020-05-09,19
1880,81,Jake Owen,Homemade,67,39,13,2020-05-09,19
1881,82,Miranda Lambert,Bluebird,75,75,3,2020-05-09,19
"1882,83,""Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"",Be A Light,72,71,3,2020-05-09,19"
1883,84,Lil Baby,Emotionally Scarred,82,31,8,2020-05-09,19
1884,85,DaBaby,CHAMPION,0,85,1,2020-05-09,19
1885,86,Kelly Clarkson,I Dare You,0,86,1,2020-05-09,19
1886,87,Kenny Chesney,Here And Now,79,79,3,2020-05-09,19
1887,88,Lil Uzi Vert,Myron,74,13,6,2020-05-09,19
1888,89,Scotty McCreery,In Between,93,89,2,2020-05-09,19
1889,90,Tory Lanez,Broke In A Minute,64,64,2,2020-05-09,19
1890,91,Lil Uzi Vert,That Way,83,20,8,2020-05-09,19
1891,92,Don Toliver,After Party,0,92,1,2020-05-09,19
1892,93,Noah Cyrus & Leon Bridges,July,85,85,8,2020-05-09,19
1893,94,Maddie & Tae,Die From A Broken Heart,80,80,2,2020-05-09,19
1894,95,Regard,Ride It.,96,95,2,2020-05-09,19
1895,96,Megan Thee Stallion,Captain Hook,95,74,3,2020-05-09,19
1896,97,Keith Urban,God Whispered Your Name,0,97,1,2020-05-09,19
"1897,98,""G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert"",PTSD,90,38,4,2020-05-09,19"
"1898,99,""Bad Bunny, Jowell & Randy & Nengo Flow"",Safaera,86,81,6,2020-05-09,19"
1899,100,Rod Wave,Girl Of My Dreams,98,98,2,2020-05-09,19
"1900,1,""THE SCOTTS, Travis Scott & Kid Cudi"",The Scotts,0,1,1,2020-05-16,20"
1901,2,The Weeknd,Blinding Lights,1,1,22,2020-05-16,20
1902,3,Drake,Toosie Slide,2,1,4,2020-05-16,20
1903,4,Megan Thee Stallion,Savage,14,4,7,2020-05-16,20
1904,5,Roddy Ricch,The Box,3,1,21,2020-05-16,20
1905,6,Doja Cat Featuring Nicki Minaj,Say So,5,5,17,2020-05-16,20
1906,7,Dua Lipa,Don't Start Now,4,2,26,2020-05-16,20
1907,8,Post Malone,Circles,6,1,35,2020-05-16,20
1908,9,Justin Bieber Featuring Quavo,Intentions,8,8,12,2020-05-16,20
1909,10,Harry Styles,Adore You,7,6,21,2020-05-16,20
1910,11,Juice WRLD,Righteous,0,11,1,2020-05-16,20
1911,12,Future Featuring Drake,Life Is Good,10,2,16,2020-05-16,20
1912,13,Camila Cabello Featuring DaBaby,My Oh My,12,12,21,2020-05-16,20
1913,14,DaBaby Featuring Roddy Ricch,Rockstar,9,9,2,2020-05-16,20
1914,15,Maren Morris,The Bones,13,12,32,2020-05-16,20
1915,16,Billie Eilish,Everything I Wanted,11,8,25,2020-05-16,20
1916,17,Lewis Capaldi,Someone You Loved,15,1,51,2020-05-16,20
1917,18,Blake Shelton Duet With Gwen Stefani,Nobody But You,20,18,16,2020-05-16,20
1918,19,Gabby Barrett Featuring Charlie Puth,I Hope,16,16,18,2020-05-16,20
1919,20,Lil Mosey,Blueberry Faygo,19,16,12,2020-05-16,20
1920,21,Maroon 5,Memories,18,2,32,2020-05-16,20
1921,22,Morgan Wallen,Chasin' You,21,21,14,2020-05-16,20
1922,23,SAINt JHN,Roses,22,22,6,2020-05-16,20
1923,24,Trevor Daniel,Falling,23,22,24,2020-05-16,20
